TIP_105;USO1;TIPOLOG1;TIPOLOG2;CATEGORIA;CATEGOR2;COEF
07327;OCIO Y HOSTELERÍA;EXPOSICIONES - REUNIONES;EXPOSICIONES - CONGRESOS;7;10;1.25
07328;OCIO Y HOSTELERÍA;EXPOSICIONES - REUNIONES;EXPOSICIONES - CONGRESOS;8;11;1.1
07329;OCIO Y HOSTELERÍA;EXPOSICIONES - REUNIONES;EXPOSICIONES - CONGRESOS;9;12;1
0811;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;4;7;2.25
0811A;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;1;1;4.725
0811B;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;1;2;4.095
0811C;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;1;3;3.6225
08111;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;1;4;3.15
08112;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;2;5;2.8
08113;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;3;6;2.5
08114;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;4;7;2.25
08115;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;5;8;2
08116;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;6;9;1.8
08117;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;7;10;1.6
08118;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;8;11;1.45
08119;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;SANATORIOS - CLINICAS;9;12;1.3
0812;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;4;7;2.15
0812A;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;1;1;4.575
0812B;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;1;2;3.965
0812C;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;1;3;3.5075
08121;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;1;4;3.05
08122;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;2;5;2.7
08123;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;3;6;2.4
08124;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;4;7;2.15
08125;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;5;8;1.9
08126;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;6;9;1.7
08127;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;7;10;1.5
08128;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;8;11;1.35
08129;OCIO Y HOSTELERÍA;SANITARIOS CON CAMAS;HOSPITAL;9;12;1.2
0821;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;4;7;1.7
0821A;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;1;1;3.6
0821B;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;1;2;3.12
0821C;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;1;3;2.76
08211;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;1;4;2.4
08212;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;2;5;2.15
08213;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;3;6;1.9
08214;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;4;7;1.7
08215;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;5;8;1.5
08216;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;6;9;1.35
08217;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;7;10;1.2
08218;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;8;11;1.05
08219;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;AMBULATORIO - CONSULTORIO;9;12;0.95
0822;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;4;7;1.9
0822A;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;1;1;3.975
0822B;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;1;2;3.445
0822C;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;1;3;3.0475
08221;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;1;4;2.65
08222;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;2;5;2.35
08223;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;3;6;2.1
08224;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;4;7;1.9
08225;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;5;8;1.7
08226;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;6;9;1.5
08227;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;7;10;1.35
08228;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;8;11;1.2
08229;SANIDAD Y BENEFICENCIA;SANITARIOS VARIOS;BALNEARIO - CASA DE BAÑO;9;12;1.05
0831;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;4;7;1.8
0831A;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;1;1;3.675
0831B;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;1;2;3.185
0831C;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;1;3;2.8175
08311;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;1;4;2.45
08312;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;2;5;2.2
08313;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;3;6;2
08314;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;4;7;1.8
08315;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;5;8;1.6
08316;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;6;9;1.4
08317;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;7;10;1.25
08318;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;8;11;1.1
08319;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;CON RESIDENCIA;9;12;1
0832;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;4;7;1.4
0832A;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;1;1;2.925
0832B;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;1;2;2.535
0832C;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;1;3;2.2425
08321;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;1;4;1.95
08322;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;2;5;1.75
08323;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;3;6;1.55
08324;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;4;7;1.4
08325;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;5;8;1.25
08326;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;6;9;1.1
08327;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;7;10;1
08328;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;8;11;0.9
08329;SANIDAD Y BENEFICENCIA;BENEFICOS - ASISTENCIA;SIN RESIDENCIA;9;12;0.8
0911;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;4;7;1.7
0911A;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;1;1;3.6
0911B;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;1;2;3.12
0911C;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;1;3;2.76
9111;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;1;4;2.4
9112;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;2;5;2.15
9113;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;3;6;1.9
9114;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;4;7;1.7
9115;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;5;8;1.5
9116;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;6;9;1.35
9117;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;7;10;1.2
9118;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;8;11;1.05
9119;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;INTERNADO;9;12;0.95
0912;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;4;7;1.9
0912A;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;1;1;3.9
0912B;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;1;2;3.38
0912C;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;1;3;2.99
09121;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;1;4;2.6
09122;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;2;5;2.35
09123;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;3;6;2.1
09124;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;4;7;1.9
09125;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;5;8;1.7
09126;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;6;9;1.5
09127;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;7;10;1.35
09128;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;8;11;1.2
09129;CULTURAL - RELIGIOSO;CULTURAL CON RESIDENCIA;COLEGIO MAYOR;9;12;1.05
0921;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;4;7;1.4
0921A;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;1;1;2.925
0921B;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;1;2;2.535
0921C;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;1;3;2.2425
09211;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;1;4;1.95
09212;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;2;5;1.75
09213;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;3;6;1.55
09214;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;4;7;1.4
09215;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;5;8;1.25
09216;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;6;9;1.1
09217;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;7;10;1
09218;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;8;11;0.9
09219;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;FACULTAD - COLEGIO - ESCUELA;9;12;0.8
0922;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;4;7;1.65
0922A;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;1;1;3.45
0922B;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;1;2;2.99
0922C;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;1;3;2.645
09221;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;1;4;2.3
09222;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;2;5;2.05
09223;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;3;6;1.85
09224;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;4;7;1.65
09225;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;5;8;1.45
09226;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;6;9;1.3
09227;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;7;10;1.15
09228;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;8;11;1
09229;CULTURAL - RELIGIOSO;CULTURAL SIN RESIDENCIA;BIBLIOTECA - MUSEO;9;12;0.9
0931;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;4;7;1.25
0931A;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;1;1;2.625
0931B;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;1;2;2.275
0931C;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;1;3;2.0125
09311;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;1;4;1.75
09312;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;2;5;1.55
09313;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;3;6;1.4
09314;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;4;7;1.25
09315;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;5;8;1.1
09316;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;6;9;1
09317;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;7;10;0.9
09318;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;8;11;0.8
09319;CULTURAL - RELIGIOSO;RELIGIOSO;CONVENTO - CENTRO PARROQUIAL;9;12;0.7
0932;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;4;7;2
0932A;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;1;4.35
0932B;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;2;3.77
0932C;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;3;3.335
09321;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;1;4;2.9
09322;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;2;5;2.6
09323;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;3;6;2.3
09324;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;4;7;2
09325;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;5;8;1.8
09326;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;6;9;1.6
09327;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;7;10;1.4
09328;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;8;11;1.2
09329;CULTURAL - RELIGIOSO;RELIGIOSO;IGLESIAS Y CAPILLAS;9;12;1.05
1011;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;4;7;2
1011A;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;1;4.35
1011B;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;2;3.77
1011C;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;3;3.335
10111;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;1;4;2.9
10112;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;2;5;2.6
10113;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;3;6;2.3
10114;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;4;7;2
10115;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;5;8;1.8
10116;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;6;9;1.6
10117;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;7;10;1.4
10118;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;8;11;1.2
10119;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - MONUMENTAL;9;12;1.05
1012;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;4;7;1.65
1012A;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;1;3.45
1012B;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;2;2.99
1012C;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;3;2.645
10121;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL - TÍPICO;1;4;2.3
10122;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;2;5;2.05
10123;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;3;6;1.85
10124;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;4;7;1.65
10125;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;5;8;1.45
10126;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;6;9;1.3
10127;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;7;10;1.15
10128;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;8;11;1
10129;EDIFICIOS SINGULARES;HISTORICO ARTISTICO;HISTORICO ARTISTICO - AMBIENTAL O TÍPICO;9;12;0.9
1021;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;4;7;1.6
1021A;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;1;3.825
1021B;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;2;3.315
1021C;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;3;2.9325
10211;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;1;4;2.55
10212;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;2;5;2.2
10213;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;3;6;1.85
10214;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;4;7;1.6
10215;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;5;8;1.3
10216;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;6;9;1.15
10217;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;7;10;1
10218;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;8;11;0.9
10219;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;ADMINISTRATIVO;9;12;0.8
1022;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;4;7;1.75
1022A;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;1;4.125
1022B;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;2;3.575
1022C;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;3;3.1625
10221;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;1;4;2.75
10222;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;2;5;2.35
10223;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;3;6;2
10224;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;4;7;1.75
10225;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;5;8;1.5
10226;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;6;9;1.35
10227;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;7;10;1.2
10228;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;8;11;1.05
10229;EDIFICIOS SINGULARES;DE CARACTER OFICIAL;REPRESENTATIVO;9;12;0.95
1031;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;4;7;1.55
1031A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;1;3.3
1031B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;2;2.86
1031C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;3;2.53
10311;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;1;4;2.2
10312;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;2;5;1.95
10313;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;3;6;1.75
10314;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;4;7;1.55
10315;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;5;8;1.4
10316;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;6;9;1.25
10317;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;7;10;1.1
10318;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;8;11;1
10319;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;PENITENCIARIO - MILITAR - VARIOS;9;12;0.85
1032;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;4;7;0.15
1032A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;1;0.39
1032B;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;2;0.338
1032C;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;3;0.299
10321;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;1;4;0.26
10322;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;2;5;0.22
10323;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;3;6;0.18
10324;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;4;7;0.15
10325;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;5;8;0.11
10326;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;6;9;0.08
10327;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;7;10;0.06
10328;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;8;11;0.04
10329;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;OBRA URBANIZACIÓN INTERIOR;9;12;0.03
1033;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;4;7;0.12
1033A;EDIFICIOS SINGULARES;DE CARACTER ESPECIAL;CAMPINGS;1;1;0.27
