ref_catastral,codigo_uso,pc_31,valor_control,sup_bi
4677041UH4047N,M,,0,750
4677044UH4047N,M,,0,750
4677045UH4047N,M,,0,750
4677046UH4047N,M,,0,750
4677047UH4047N,M,,0,750
0808910UG3900N,M,,0,748
0808982UG3900N,M,,0,747
1379623UG4917N,M,,0,746
2108512UH5020N,M,,0,746
2874203UG4927S,M,,0,745
14900A08000215,M,,0,743
1277407UG4917N,M,,0,742
2515010UH5021N,M,,0,742
7940802UH3074S,M,,0,740
0814906UG3901S,M,,0,739
4235202UG4943N,M,,0,736
2588219UG4928N,M,,0,735
0808965UG3900N,M,,0,734
3277736UG4937N,M,,0,734
8539924UH3084S,M,,0,734
14900A11000177,M,,0,733
0809932UG3900N,M,,0,732
1187659UG4918N,M,,0,725
0808966UG3900N,M,,0,724
5100902UH4050S,M,,0,723
2515013UH5021N,M,,0,721
2108511UH5020N,M,,0,720
8436718UG3983N,M,,0,720
8436719UG3983N,M,,0,720
8436720UG3983N,M,,0,720
8436721UG3983N,M,,0,720
8436722UG3983N,M,,0,720
8436723UG3983N,M,,0,720
8436724UG3983N,M,,0,720
8436725UG3983N,M,,0,720
2872109UG4927S,M,,0,718
3126702UG4932N,M,,0,718
0809941UG3900N,M,,0,714
1178616UG4917N,M,,0,714
4299202UG3849N,M,,0,713
8635406UG3983N,M,,0,713
1277414UG4917N,M,,0,711
8635407UG3983N,M,,0,711
6177105UG5567N,M,,0,710
8635408UG3983N,M,,0,710
1277415UG4917N,M,,0,709
14900A11000178,M,,0,708
5274415UH4057S,M,,0,708
8635409UG3983N,M,,0,708
8635404UG3983N,M,,0,707
8635405UG3983N,M,,0,706
5274417UH4057S,M,,0,705
2874206UG4927S,M,,0,704
5274416UH4057S,M,,0,703
0814907UG3901S,M,,0,702
2874207UG4927S,M,,0,701
8635403UG3983N,M,,0,700
3459601UG4935N,M,,0,699
5274414UH4057S,M,,0,698
1210212UG3911S,M,,0,697
2609385UH5020N,M,,0,695
3495089UG3939N,M,,0,694
0808967UG3900N,M,,0,693
0808969UG3900N,M,,0,693
4677040UH4047N,M,,0,693
4677039UH4047N,M,,0,692
0808940UG3900N,M,,0,690
6161205UG4966S,M,,0,690
0808955UG3900N,M,,0,689
0808956UG3900N,M,,0,689
3941207UG4934S,M,,0,689
5100907UH4050S,M,,0,683
0808931UG3900N,M,,0,682
6276408UG5567N,M,,0,682
4471302UH4047S,M,,0,675
3126701UG4932N,M,,0,674
7761201UG4976S,M,,0,674
4356911UG4945N,M,,0,673
2588224UG4928N,M,,0,671
14900A10909020,M,,0,670
1111187UG3911S,M,,0,669
1111159UG3911S,M,,0,667
1111165UG3911S,M,,0,666
7761230UG4976S,M,,0,666
5976310UG5767N,M,,0,665
0808930UG3900N,M,,0,664
0567601UG4806N,M,,0,663
4677029UH4047N,M,,0,663
14900A11000179,M,,0,660
2819057UH5021N,M,,0,660
3396019UG3939N,M,,0,660
2588226UG4928N,M,,0,659
2588223UG4928N,M,,0,657
3849647UG4934N,M,,0,653
0808954UG3900N,M,,0,652
2588225UG4928N,M,,0,652
0810938UG3901S,M,,0,649
1277401UG4917N,M,,0,649
1277416UG4917N,M,,0,648
1057101UG4915N,M,,0,647
14900A11000118,M,,0,647
7940807UH3074S,M,,0,647
2873712UG4927S,M,,0,642
7460508UG4976S,M,,0,640
9142415UG3994S,M,,0,640
1157302UG4915N,M,,0,638
14900A10900343,M,,0,638
4677027UH4047N,M,,0,638
4677028UH4047N,M,,0,638
2588227UG4928N,M,,0,635
2609384UH5020N,M,,0,633
3430905UG4933S,M,,0,633
4705135UG3940N,M,,0,633
7959304UG4975N,M,,0,633
4677032UH4047N,M,,0,632
2588218UG4928N,M,,0,631
4646220UG4944N,M,,0,631
2588214UG4928N,M,,0,630
2588215UG4928N,M,,0,630
2588216UG4928N,M,,0,630
2588217UG4928N,M,,0,630
2588229UG4928N,M,,0,630
2588230UG4928N,M,,0,630
2588231UG4928N,M,,0,630
2609374UH5020N,M,,0,630
2588213UG4928N,M,,0,629
2588228UG4928N,M,,0,629
4677025UH4047N,M,,0,628
4677026UH4047N,M,,0,623
2609386UH5020N,M,,0,621
0811903UG3901S,M,,0,620
1011202UG3911S,M,,0,620
1011237UG3911S,M,,0,620
2494308UG5929S,M,,0,620
0811915UG3901S,M,,0,619
1011239UG3911S,M,,0,619
1178601UG4917N,M,,0,618
1111186UG3911S,M,,0,614
1379635UG4917N,M,,0,614
14900A10800120,M,,0,614
4677038UH4047N,M,,0,614
1210227UG3911S,M,,0,613
3370202UG4937S,M,,0,609
4235201UG4943N,M,,0,609
5072218UH4057S,M,,0,609
2873711UG4927S,M,,0,608
3324603UG4932S,M,,0,608
5266101UG4956N,M,,0,608
1111101UG3911S,M,,0,607
1011247UG3911S,M,,0,606
5362502UG4956S,M,,0,606
4677030UH4047N,M,,0,605
1011224UG3911S,M,,0,604
1277417UG4917N,M,,0,604
1277418UG4917N,M,,0,604
3259304UG4935N,M,,0,604
0811912UG3901S,M,,0,603
0811913UG3901S,M,,0,603
27140A3UH5021S,M,,0,603
4677031UH4047N,M,,0,603
1277419UG4917N,M,,0,602
0808961UG3900N,M,,0,601
1178618UG4917N,M,,0,601
0808963UG3900N,M,,0,600
0809930UG3900N,M,,0,600
0809931UG3900N,M,,0,600
4243234UG4944S,M,,0,598
14900A11000169,M,,0,597
4677036UH4047N,M,,0,597
4705131UG3940N,M,,0,595
4677034UH4047N,M,,0,592
1061419UG4916S,M,,0,590
2874212UG4927S,M,,0,590
7940804UH3074S,M,,0,590
4677033UH4047N,M,,0,587
14900A09900083,M,,0,585
4677035UH4047N,M,,0,585
7940803UH3074S,M,,0,584
5699801UG4959N,M,,0,583
8836321UG3983N,M,,0,578
7932219UG3973S,M,,0,576
14900A10500340,M,,0,574
4673016UH4047S,M,,0,571
7932218UG3973S,M,,0,569
8436727UG3983N,M,,0,563
1405402UG3910N,M,,0,561
4147334UG4944N,M,,0,561
7932217UG3973S,M,,0,561
3430203UG4933S,M,,0,559
8836310UG3983N,M,,0,556
7932216UG3973S,M,,0,554
1386702UG4918N,M,,0,553
7959303UG4975N,M,,0,553
1472942UG4917S,M,,0,552
3836618UG4933N,M,,0,550
4875405UH4047N,M,,0,550
1890506UG4919S,M,,0,546
7932215UG3973S,M,,0,546
14900A10900067,M,,0,545
8539923UH3084S,M,,0,545
6430301UG3963S,M,,0,543
8836311UG3983N,M,,0,543
8836319UG3983N,M,,0,542
4038348UG4943N,M,,0,541
5438809UG4953N,M,,0,541
8635402UG3983N,M,,0,538
0101083UG3900S,M,,0,536
4444359UG4944S,M,,0,536
3794057UG3939S,M,,0,534
8836315UG3983N,M,,0,532
8836305UG3983N,M,,0,531
8836306UG3983N,M,,0,531
8836307UG3983N,M,,0,531
8836308UG3983N,M,,0,531
4038351UG4943N,M,,0,530
8836314UG3983N,M,,0,529
2819008UH5021N,M,,0,527
3064418UG4936S,M,,0,527
8836313UG3983N,M,,0,527
7833602UG3973S,M,,0,525
7833603UG3973S,M,,0,525
7833604UG3973S,M,,0,525
7833605UG3973S,M,,0,525
7833606UG3973S,M,,0,525
7833607UG3973S,M,,0,525
7833608UG3973S,M,,0,525
7833609UG3973S,M,,0,525
7833610UG3973S,M,,0,525
7833615UG3973S,M,,0,525
7833616UG3973S,M,,0,525
7833617UG3973S,M,,0,525
7833618UG3973S,M,,0,525
7833619UG3973S,M,,0,525
7833620UG3973S,M,,0,525
7833621UG3973S,M,,0,525
7833622UG3973S,M,,0,525
7833623UG3973S,M,,0,525
7834902UG3973S,M,,0,525
7834903UG3973S,M,,0,525
7834904UG3973S,M,,0,525
7834905UG3973S,M,,0,525
7834906UG3973S,M,,0,525
7834907UG3973S,M,,0,525
7834908UG3973S,M,,0,525
7834909UG3973S,M,,0,525
7834910UG3973S,M,,0,525
7834915UG3973S,M,,0,525
7834916UG3973S,M,,0,525
7834917UG3973S,M,,0,525
7834918UG3973S,M,,0,525
7834919UG3973S,M,,0,525
7834920UG3973S,M,,0,525
7834921UG3973S,M,,0,525
7834922UG3973S,M,,0,525
7834923UG3973S,M,,0,525
7932202UG3973S,M,,0,525
7932203UG3973S,M,,0,525
7932204UG3973S,M,,0,525
7932205UG3973S,M,,0,525
7932206UG3973S,M,,0,525
7932207UG3973S,M,,0,525
7932208UG3973S,M,,0,525
7932209UG3973S,M,,0,525
7932210UG3973S,M,,0,525
14900A06800012,M,,0,523
5729609UG3952N,M,,0,522
8133917UG3983S,M,,0,521
7833612UG3973S,M,,0,519
7833613UG3973S,M,,0,519
7833625UG3973S,M,,0,519
7833626UG3973S,M,,0,519
7834912UG3973S,M,,0,519
7834913UG3973S,M,,0,519
7834925UG3973S,M,,0,519
7834926UG3973S,M,,0,519
7932212UG3973S,M,,0,519
7932213UG3973S,M,,0,519
7932226UG3973S,M,,0,519
6539506UG4963N,M,,0,518
8133903UG3983S,M,,0,516
8133906UG3983S,M,,0,516
8133911UG3983S,M,,0,516
8133914UG3983S,M,,0,516
4477310UH4047N,M,,0,515
14900A11000119,M,,0,514
8133904UG3983S,M,,0,513
8133913UG3983S,M,,0,513
8133905UG3983S,M,,0,511
4972218UH4047S,M,,0,510
9771201UG3997S,M,,0,510
1308704UG3910N,M,,0,508
8133907UG3983S,M,,0,507
8133910UG3983S,M,,0,507
8133902UG3983S,M,,0,505
8133915UG3983S,M,,0,505
8134902UG3983S,M,,0,504
8134903UG3983S,M,,0,504
8134904UG3983S,M,,0,504
8134905UG3983S,M,,0,504
8134909UG3983S,M,,0,504
8134910UG3983S,M,,0,504
8134915UG3983S,M,,0,504
8134916UG3983S,M,,0,504
8134917UG3983S,M,,0,504
8134918UG3983S,M,,0,504
8134919UG3983S,M,,0,504
8134920UG3983S,M,,0,504
8134921UG3983S,M,,0,504
8134922UG3983S,M,,0,504
8134923UG3983S,M,,0,504
8134925UG3983S,M,,0,504
8134926UG3983S,M,,0,504
2309529UG4920N,M,,0,500
3194105UG3939S,M,,0,500
6485111UG4968N,M,,0,500
7959302UG4975N,M,,0,500
9851210UG4995S,M,,0,500
9851211UG4995S,M,,0,500
9954304UG4995S,M,,0,500
4778012UH4047N,M,,0,499
0808978UG3900N,M,,0,497
4038350UG4943N,M,,0,494
2819006UH5021N,M,,0,493
2819005UH5021N,M,,0,492
3847703UG4934N,M,,0,486
2819056UH5021N,M,,0,485
4705132UG3940N,M,,0,485
8134912UG3983S,M,,0,485
4348615UG4944N,M,,0,483
1308506UG3910N,M,,0,482
2819012UH5021N,M,,0,482
2012601UG3921S,M,,0,480
2609382UH5020N,M,,0,480
3352618UG4935S,M,,0,475
8134913UG3983S,M,,0,475
3219518UG3931N,M,,0,473
9142417UG3994S,M,,0,470
4449610UG4944N,M,,0,467
2819007UH5021N,M,,0,466
2947204UG4924N,M,,0,466
2651301UG4925S,M,,0,461
3937313UG4933N,M,,0,461
14900A11000107,M,,0,460
3849648UG4934N,M,,0,458
4872501UH4047S,M,,0,452
3552812UG4935S,M,,0,451
56941B1UG4959S,M,,0,451
2309503UG4920N,M,,0,450
4294716UG3849S,M,,0,441
1062201UG4916S,M,,0,439
4503817UG3940S,M,,0,434
3942201UG4934S,M,,0,432
6378209UG5567N,M,,0,430
4038349UG4943N,M,,0,429
0944202UG4904S,M,,0,427
4975015UH4047N,M,,0,426
4645921UG4944N,M,,0,425
0811908UG3901S,M,,0,421
3639404UG4933N,M,,0,421
1934909UG4913S,M,,0,420
2753716UG4925S,M,,0,420
2819011UH5021N,M,,0,417
3064422UG4936S,M,,0,416
0811909UG3901S,M,,0,415
8611712UG3981S,M,,0,414
4295506UG5949N,M,,0,410
7714007UG3971S,M,,0,410
5831803UG3953S,M,,0,407
2796901UG5929N,M,,0,406
2819009UH5021N,M,,0,405
2753404UG4925S,M,,0,404
0101022UG3900S,M,,0,402
1582425UG4918S,M,,0,402
1101058UG3910S,M,,0,400
2213901UG3921S,M,,0,400
3802259UH5030S,M,,0,400
3873627UG4937S,M,,0,398
2609379UH5020N,M,,0,392
3872912UG4937S,M,,0,392
14900A11000060,M,,0,390
0977307UG4907N,M,,0,385
5249509UG4954N,M,,0,385
2609375UH5020N,M,,0,378
4687820UG5948N,M,,0,375
4553606UG4945S,M,,0,373
2336303UG4923N,M,,0,370
3854915UG4935S,M,,0,369
4035103UG4943N,M,,0,369
1491214UG4919S,M,,0,368
3740910UG4934S,M,,0,367
5382162UG4958S,M,,0,367
6009607UG3960N,M,,0,366
1308702UG3910N,M,,0,363
4147348UG4944N,M,,0,362
0592913UG3809S,M,,0,361
3064425UG4936S,M,,0,360
6477206UG5567N,M,,0,360
2609383UH5020N,M,,0,358
1750313UG4915S,M,,0,357
2494811UG5929S,M,,0,356
4705125UG3940N,M,,0,355
2414633UG3921S,M,,0,354
4038336UG4943N,M,,0,345
14900A11000059,M,,0,344
4492002UG5949S,M,,0,344
4688028UG5948N,M,,0,344
5072301UH4057S,M,,0,344
14900A11000063,M,,0,343
5694183UG4959S,M,,0,343
3094020UG3939S,M,,0,342
8539918UH3084S,M,,0,342
4652101UG4945S,M,,0,341
3495407UG3939N,M,,0,340
2609376UH5020N,M,,0,334
3430903UG4933S,M,,0,333
4444353UG4944S,M,,0,331
14900A10900109,M,,0,330
14900A11000064,M,,0,330
3430904UG4933S,M,,0,330
3844427UG4934S,M,,0,326
2213931UG3921S,M,,0,324
2609377UH5020N,M,,0,324
1162606UG4916S,M,,0,323
6331337UG3963S,M,,0,322
4705130UG3940N,M,,0,321
4748506UG4944N,M,,0,321
3959206UG4935N,M,,0,319
7764707UG4976S,M,,0,318
2754733UG4925S,M,,0,317
2819014UH5021N,M,,0,317
2609378UH5020N,M,,0,315
2819013UH5021N,M,,0,315
2819016UH5021N,M,,0,315
4254112UG4945S,M,,0,315
4492008UG5949S,M,,0,315
2819015UH5021N,M,,0,314
3859605UG4935N,M,,0,313
6477205UG5567N,M,,0,313
8436702UG3983N,M,,0,313
8436703UG3983N,M,,0,313
8436704UG3983N,M,,0,313
8436705UG3983N,M,,0,313
8436706UG3983N,M,,0,313
8436707UG3983N,M,,0,313
8436708UG3983N,M,,0,313
8436709UG3983N,M,,0,313
8436710UG3983N,M,,0,313
8436711UG3983N,M,,0,313
8436712UG3983N,M,,0,313
8436713UG3983N,M,,0,313
8436714UG3983N,M,,0,313
8436715UG3983N,M,,0,313
8635413UG3983N,M,,0,313
8635417UG3983N,M,,0,313
8635418UG3983N,M,,0,313
8635419UG3983N,M,,0,313
8635420UG3983N,M,,0,313
8635421UG3983N,M,,0,313
8635422UG3983N,M,,0,313
8635423UG3983N,M,,0,313
8635424UG3983N,M,,0,313
2819017UH5021N,M,,0,311
1445406UG4914N,M,,0,310
14900A10900340,M,,0,310
3802221UH5030S,M,,0,310
4254232UG4945S,M,,0,310
4653339UG4945S,M,,0,310
5877708UG5767N,M,,0,310
1160410UG4916S,M,,0,309
3258810UG4935N,M,,0,309
7763909UG4976S,M,,0,304
3258802UG4935N,M,,0,302
4548203UG4944N,M,,0,301
1934913UG4913S,M,,0,300
2609380UH5020N,M,,0,300
2753403UG4925S,M,,0,300
3431702UG4933S,M,,0,300
6251503UG4965S,M,,0,300
6351506UG4965S,M,,0,300
6351512UG4965S,M,,0,300
6351513UG4965S,M,,0,300
6351516UG4965S,M,,0,300
6353401UG4965S,M,,0,300
6353404UG4965S,M,,0,300
6452909UG4965S,M,,0,300
6452910UG4965S,M,,0,300
6452911UG4965S,M,,0,300
6453103UG4965S,M,,0,300
6453107UG4965S,M,,0,300
7763812UG4976S,M,,0,300
8711804UG3981S,M,,0,299
4705137UG3940N,M,,0,298
1260434UG4916S,M,,0,297
2816929UG3921N,M,,0,297
4544902UG4944S,M,,0,297
0808989UG3900N,M,,0,295
7762301UG4976S,M,,0,295
3873811UG4937S,M,,0,294
1260405UG4916S,M,,0,291
1750111UG4915S,M,,0,291
7764701UG4976S,M,,0,290
4135616UG4943N,M,,0,289
1308703UG3910N,M,,0,288
4153942UG4945S,M,,0,288
7762212UG4976S,M,,0,287
7762213UG4976S,M,,0,287
3748903UG4934N,M,,0,286
4446214UG4944N,M,,0,286
0611119UG3901S,M,,0,285
4253510UG4945S,M,,0,284
1294618UG4919S,M,,0,283
3238312UG4933N,M,,0,281
3157901UG4935N,M,,0,280
3395208UG3939N,M,,0,280
5877705UG5767N,M,,0,274
6277215UG5567N,M,,0,271
7762316UG4976S,M,,0,271
8636339UG3983N,M,,0,271
4945913UG4944N,M,,0,270
4453806UG4945S,M,,0,269
5362501UG4956S,M,,0,269
2755706UG4925N,M,,0,267
1750112UG4915S,M,,0,266
1405703UG3910N,M,,0,265
7764702UG4976S,M,,0,265
7764703UG4976S,M,,0,265
7764704UG4976S,M,,0,265
7764705UG4976S,M,,0,265
7764706UG4976S,M,,0,265
3430201UG4933S,M,,0,264
3859508UG4935N,M,,0,264
4459407UG4945N,M,,0,264
4459464UG4945N,M,,0,264
3358118UG4935N,M,,0,263
1445407UG4914N,M,,0,261
0808981UG3900N,M,,0,259
4243204UG4944S,M,,0,258
4726907UG3942N,M,,0,258
4726908UG3942N,M,,0,258
3243119UG4934S,M,,0,257
7762310UG4976S,M,,0,257
7762311UG4976S,M,,0,257
7762312UG4976S,M,,0,257
6109714UG3960N,M,,0,256
7763907UG4976S,M,,0,255
7763908UG4976S,M,,0,255
14900A11000113,M,,0,254
2753402UG4925S,M,,0,254
5754202UG4955S,M,,0,254
14900A10900001,M,,0,253
0961718UG4906S,M,,0,252
25959A0UG5929N,M,,0,252
3873617UG4937S,M,,0,252
3451602UG4935S,M,,0,251
1184607UG4918S,M,,0,250
1184655UG4918S,M,,0,250
2773381UG4927S,M,,0,250
4451912UG4945S,M,,0,250
14900A11000166,M,,0,249
3639402UG4933N,M,,0,248
3471736UG4937S,M,,0,247
6277233UG5567N,M,,0,243
1260435UG4916S,M,,0,239
8436701UG3983N,M,,0,239
3451603UG4935S,M,,0,234
3114904UG3931S,M,,0,233
3744313UG4934S,M,,0,232
2753401UG4925S,M,,0,228
0810928UG3901S,M,,0,226
6151915UG4965S,M,,0,226
6077917UG5767N,M,,0,225
7031518UG3973S,M,,0,225
1144212UG4914S,M,,0,224
2754717UG4925S,M,,0,224
3240530UG4934S,M,,0,224
1679524UG4917N,M,,0,223
1911429UG3911S,M,,0,222
5556203UG4955N,M,,0,222
4291023UG5949S,M,,0,221
4444306UG4944S,M,,0,220
3158111UG4935N,M,,0,219
2854804UG4925S,M,,0,218
1254401UG4915S,M,,0,215
3199604UH5030S,M,,0,215
3358117UG4935N,M,,0,213
3402104UH5030S,M,,0,213
2754708UG4925S,M,,0,211
2444631UG4924S,M,,0,210
3402107UH5030S,M,,0,210
4137330UG4943N,M,,0,210
4247607UG4944N,M,,0,210
2753913UG4925S,M,,0,209
3402102UH5030S,M,,0,209
4137304UG4943N,M,,0,209
2352802UG4925S,M,,0,208
3402103UH5030S,M,,0,208
3402105UH5030S,M,,0,208
3402106UH5030S,M,,0,207
7530126UG3973S,M,,0,206
0604255UG3900S,M,,0,205
1082510UG4918S,M,,0,205
3146820UG4934N,M,,0,205
3402108UH5030S,M,,0,205
4235203UG4943N,M,,0,205
7530111UG3973S,M,,0,204
3402101UH5030S,M,,0,203
3402109UH5030S,M,,0,203
3402110UH5030S,M,,0,202
4443236UG4944S,M,,0,202
6458401UG4965N,M,,0,202
1710407UG3911S,M,,0,201
3199605UH5030S,M,,0,201
6477208UG5567N,M,,0,201
4650915UG4945S,M,,0,200
6278008UG5567N,M,,0,200
6379024UG5567N,M,,0,200
8511611UG3981S,M,,0,200
8636338UG3983N,M,,0,200
3301310UH5030S,M,,0,198
3859407UG4935N,M,,0,198
1143403UG4914S,M,,0,197
6177104UG5567N,M,,0,196
1043721UG4914S,M,,0,195
3301309UH5030S,M,,0,195
3471723UG4937S,M,,0,195
3471724UG4937S,M,,0,195
3471725UG4937S,M,,0,195
3471726UG4937S,M,,0,195
4491203UG5949S,M,,0,195
0808980UG3900N,M,,0,194
1143405UG4914S,M,,0,193
3301308UH5030S,M,,0,193
9873052UG3997S,M,,0,193
1043705UG4914S,M,,0,192
3301307UH5030S,M,,0,191
8636320UG3983N,M,,0,190
8636321UG3983N,M,,0,190
1043708UG4914S,M,,0,189
1750115UG4915S,M,,0,189
1750311UG4915S,M,,0,189
1750314UG4915S,M,,0,189
1750315UG4915S,M,,0,189
3702401UH5030S,M,,0,189
4971206UH4047S,M,,0,189
1644509UG4914S,M,,0,188
3301306UH5030S,M,,0,188
4249104UG4944N,M,,0,188
3402111UH5030S,M,,0,187
3402112UH5030S,M,,0,187
4146804UG4944N,M,,0,187
8636323UG3983N,M,,0,187
3301305UH5030S,M,,0,186
3702417UH5030S,M,,0,186
4147330UG4944N,M,,0,186
4254213UG4945S,M,,0,186
2351301UG4925S,M,,0,185
3036924UG4933N,M,,0,185
3735605UG4933N,M,,0,185
5249508UG4954N,M,,0,185
8635412UG3983N,M,,0,185
8636322UG3983N,M,,0,185
1405702UG3910N,M,,0,184
3199601UH5030S,M,,0,184
3471727UG4937S,M,,0,184
3471728UG4937S,M,,0,183
3471729UG4937S,M,,0,183
4042506UG4944S,M,,0,183
1143406UG4914S,M,,0,182
3301304UH5030S,M,,0,182
3471730UG4937S,M,,0,182
3471731UG4937S,M,,0,181
3471733UG4937S,M,,0,181
3471735UG4937S,M,,0,181
6009605UG3960N,M,,0,181
6077913UG5767N,M,,0,181
2351302UG4925S,M,,0,180
3471732UG4937S,M,,0,180
3471734UG4937S,M,,0,180
2958411UG4925N,M,,0,179
3059320UG4935N,M,,0,179
0202975UG3900S,M,,0,178
3301303UH5030S,M,,0,177
3402113UH5030S,M,,0,177
4254227UG4945S,M,,0,177
5249507UG4954N,M,,0,177
8436728UG3983N,M,,0,177
3301302UH5030S,M,,0,175
4673015UH4047S,M,,0,175
6009616UG3960N,M,,0,175
9767014UG3996N,M,,0,175
3058325UG4935N,M,,0,174
3702416UH5030S,M,,0,173
3703311UH5030S,M,,0,173
4254102UG4945S,M,,0,173
4559450UG4945N,M,,0,173
4971207UH4047S,M,,0,173
1107716UG3910N,M,,0,172
4553605UG4945S,M,,0,172
2753909UG4925S,M,,0,171
3873614UG4937S,M,,0,171
4038339UG4943N,M,,0,171
3402114UH5030S,M,,0,170
3703310UH5030S,M,,0,170
3744312UG4934S,M,,0,170
2010224UG3921S,M,,0,168
2010229UG3921S,M,,0,168
3199602UH5030S,M,,0,168
3199607UH5030S,M,,0,167
3301301UH5030S,M,,0,167
2754718UG4925S,M,,0,166
4290053UG5949S,M,,0,166
2896408UG5929N,M,,0,165
3199603UH5030S,M,,0,165
4390082UG5949S,M,,0,165
3199606UH5030S,M,,0,164
3703309UH5030S,M,,0,164
3942246UG4934S,M,,0,164
4559413UG4945N,M,,0,164
6076003UG5767N,M,,0,164
0808990UG3900N,M,,0,163
1405705UG3910N,M,,0,163
3950804UG4935S,M,,0,163
2312113UG3921S,M,,0,162
2312114UG3921S,M,,0,162
2957715UG4925N,M,,0,162
1910609UG3911S,M,,0,160
9142414UG3994S,M,,0,160
6077905UG5767N,M,,0,159
4290011UG5949S,M,,0,158
4687821UG5948N,M,,0,158
4188403UG5948N,M,,0,157
8636307UG3983N,M,,0,157
8636308UG3983N,M,,0,157
8636314UG3983N,M,,0,157
8636315UG3983N,M,,0,157
8636316UG3983N,M,,0,157
8636319UG3983N,M,,0,157
8636325UG3983N,M,,0,157
8636326UG3983N,M,,0,157
8636327UG3983N,M,,0,157
8636328UG3983N,M,,0,157
8636329UG3983N,M,,0,157
8636330UG3983N,M,,0,157
8636334UG3983N,M,,0,157
8636335UG3983N,M,,0,157
8636336UG3983N,M,,0,157
8636337UG3983N,M,,0,157
2816932UG3921N,M,,0,156
3219530UG3931N,M,,0,156
4605804UG3940N,M,,0,156
14900A11000070,M,,0,154
5976901UG5757N,M,,0,154
4243216UG4944S,M,,0,153
8611706UG3981S,M,,0,153
4491008UG5949S,M,,0,152
5976902UG5757N,M,,0,152
0961426UG4906S,M,,0,150
1611709UG3911S,M,,0,148
2645202UG4924N,M,,0,148
2754731UG4925S,M,,0,148
4443234UG4944S,M,,0,147
4758114UG4945N,M,,0,147
14900A11000071,M,,0,146
6477210UG5567N,M,,0,146
2213929UG3921S,M,,0,145
1160402UG4916S,M,,0,144
1160404UG4916S,M,,0,144
3941203UG4934S,M,,0,144
4443235UG4944S,M,,0,143
1607714UG3910N,M,,0,142
4153928UG4945S,M,,0,142
4061403UG4946S,M,,0,141
5165509UH4056N,M,,0,141
6077903UG5767N,M,,0,141
2753914UG4925S,M,,0,140
3802219UH5030S,M,,0,140
5143202UG4954S,M,,0,140
5650532UG4955S,M,,0,140
0961739UG4906S,M,,0,139
1208803UG3910N,M,,0,139
6379030UG5567N,M,,0,139
4143413UG4944S,M,,0,138
4291004UG5949S,M,,0,137
4660115UG4946S,M,,0,137
6379034UG5567N,M,,0,137
2753717UG4925S,M,,0,136
3836612UG4933N,M,,0,136
6077914UG5767N,M,,0,136
6477213UG5567N,M,,0,135
2494817UG5929S,M,,0,134
5976309UG5767N,M,,0,134
1062313UG4916S,M,,0,133
5072312UH4057S,M,,0,133
5072314UH4057S,M,,0,133
5976308UG5767N,M,,0,132
6077904UG5767N,M,,0,131
6378214UG5567N,M,,0,131
1710835UG3911S,M,,0,130
3735604UG4933N,M,,0,130
6077902UG5767N,M,,0,130
6379027UG5567N,M,,0,130
6477211UG5567N,M,,0,130
7530812UG3973S,M,,0,130
1485131UG4918N,M,,0,129
6379008UG5567N,M,,0,129
0309899UG3901S,M,,0,128
14900A11000176,M,,0,128
1710827UG3911S,M,,0,128
3873807UG4937S,M,,0,128
4452115UG4945S,M,,0,128
2753905UG4925S,M,,0,127
4137337UG4943N,M,,0,127
5072304UH4057S,M,,0,127
6378220UG5567N,M,,0,127
7429520UG3972N,M,,0,127
7429521UG3972N,M,,0,127
6477212UG5567N,M,,0,126
8637227UG3983N,M,,0,126
0961413UG4906S,M,,0,125
14900A11000170,M,,0,125
3329401UG4932N,M,,0,125
6009615UG3960N,M,,0,125
2494806UG5929S,M,,0,124
5976904UG5757N,M,,0,124
2455901UG4925N,M,,0,123
5976305UG5767N,M,,0,123
6378215UG5567N,M,,0,123
14900A11000171,M,,0,122
14900A11000172,M,,0,122
14900A11000173,M,,0,122
14900A11000174,M,,0,122
14900A11000175,M,,0,122
4188406UG5948N,M,,0,122
6378219UG5567N,M,,0,122
6379009UG5567N,M,,0,122
6477102UG5567N,M,,0,122
0961724UG4906S,M,,0,121
0963010UG4906S,M,,0,121
6077901UG5767N,M,,0,121
4188405UG5948N,M,,0,120
1111181UG3911S,M,,0,119
6378217UG5567N,M,,0,119
6378218UG5567N,M,,0,119
6379011UG5567N,M,,0,118
3802222UH5030S,M,,0,117
4689020UG5948N,M,,0,117
3942224UG4934S,M,,0,116
3851109UG4935S,M,,0,115
6009614UG3960N,M,,0,115
2754713UG4925S,M,,0,114
1061476UG4916S,M,,0,113
4359973UG4945N,M,,0,113
4643905UG4944S,M,,0,113
6077309UG5767N,M,,0,113
2796706UG5929N,M,,0,112
4559449UG4945N,M,,0,112
6077911UG5767N,M,,0,111
10009089230105,M,,0,110
3802215UH5030S,M,,0,110
4359603UG4945N,M,,0,110
3802216UH5030S,M,,0,109
4443252UG4944S,M,,0,109
2947207UG4924N,M,,0,108
3802203UH5030S,M,,0,107
5976303UG5767N,M,,0,106
5976304UG5767N,M,,0,106
4137307UG4943N,M,,0,105
1061474UG4916S,M,,0,104
1111179UG3911S,M,,0,104
1546122UG4914N,M,,0,104
1546123UG4914N,M,,0,104
2753915UG4925S,M,,0,104
3802214UH5030S,M,,0,104
43900A2UG5949S,M,,0,104
4459103UG4945N,M,,0,104
8636301UG3983N,M,,0,104
4359602UG4945N,M,,0,103
